3,0,3,0,3,0,5,2,7,0,3,-2,1,-8,-3,-10,-3,-8,-3,-6,-3,-8,-3,-6,-1,-4,-1,-4,-1,-10,-15,-15,
3,0,3,-2,3,0,3,0,3,0,5,2,5,2,5,-6,-1,-4,1,-8,-3,-8,-1,-4,-1,-6,1,-2,7,-4,3,-2,
3,0,5,2,5,0,3,-2,3,0,3,-2,1,-2,3,0,7,2,5,-4,-1,-4,3,0,3,-4,1,-8,1,-12,-7,-14,
3,0,3,0,3,0,3,-4,1,-4,-1,-4,1,-2,1,-6,-3,-6,-1,-6,-3,-6,-1,-4,-1,-12,5,2,7,2,-5,0,
3,0,3,0,3,-2,3,-2,1,-4,-1,-6,1,-2,1,-8,-5,-10,-3,-6,-1,-6,1,-4,5,0,3,-10,-7,-10,3,-2,
3,0,3,0,3,0,3,0,5,2,5,2,7,2,7,0,3,-8,-1,-4,-1,-8,-5,-10,-5,-8,-1,-10,-3,-6,-1,-6,
3,0,3,0,5,2,5,2,5,0,3,0,3,0,7,2,5,-2,1,-6,-1,-6,-3,-10,-7,-12,1,-6,-3,-12,-9,-14,
3,0,3,0,3,-2,1,-2,1,-2,1,-2,5,-2,1,-4,-1,-6,5,0,5,-2,1,-4,5,-8,-1,-12,-9,-12,-7,-10,
3,0,3,-2,1,-2,1,-2,3,0,3,-4,-1,-8,-1,-4,-1,-8,-3,-6,3,0,9,6,13,10,13,2,5,-2,3,0,
3,0,3,0,5,0,5,2,5,-4,-1,-6,-3,-6,1,-4,-1,-8,-3,-8,-3,-10,-7,-12,-7,-14,-5,-12,-3,-8,-3,-3,
3,0,3,0,3,0,3,0,5,2,5,0,7,4,7,-2,3,-6,-3,-8,-3,-8,-5,-8,-5,-8,-1,-6,-3,-6,5,2,
3,0,3,0,3,-2,3,0,3,-2,1,-4,1,-2,3,0,3,-2,3,-6,-1,-8,-5,-10,-5,-8,-5,-12,-7,-10,-3,-8,
3,0,3,0,3,-2,1,-2,1,-2,7,4,11,8,11,8,15,8,11,4,7,-2,1,-4,-1,-12,-7,-20,-13,-8,-8,-8,
3,0,3,-2,1,-2,1,-4,1,-4,-1,-4,-1,-4,-1,-6,-1,-4,1,-2,1,-2,1,-4,-1,-6,-3,-8,3,10,10,10,
3,0,3,0,3,0,3,0,5,2,5,2,5,0,3,0,3,0,3,0,7,4,11,6,11,4,11,-4,-1,-6,-3,-8,
3,0,3,-2,3,0,5,0,3,0,7,2,7,2,5,2,5,2,7,-4,7,2,5,2,5,-6,-13,-8,-11,-8,-15,-15,
3,0,3,0,7,4,7,4,7,2,9,6,11,8,11,6,15,10,17,14,17,12,15,12,15,12,15,8,11,8,17,22,
3,0,3,-2,1,-2,1,-2,1,-2,1,-4,-1,-8,-3,-6,3,-2,3,-6,-3,-12,-5,-8,1,-4,1,-4,5,-6,-11,-11,
3,0,3,0,3,0,5,2,5,2,5,2,7,2,5,0,3,0,5,-2,7,0,3,0,5,2,5,-8,1,-4,3,-10,
3,0,3,0,3,0,3,0,3,-2,1,-2,1,-4,-1,-12,-7,-12,-9,-12,-3,-6,-3,-6,-1,-6,3,-2,-5,0,-5,-5,
3,0,3,0,3,0,3,-2,1,-2,1,-2,5,-2,3,-6,-3,-6,1,-2,5,0,5,0,3,-6,1,-2,5,2,5,0,
3,0,3,0,3,0,3,0,3,-6,-3,-10,-5,-8,-5,-10,-5,-10,-3,-8,-1,-6,-3,-12,-9,-12,-9,-16,-13,-16,-13,-20,
3,0,5,2,5,2,5,0,3,-4,1,-2,1,-2,1,-2,7,2,5,2,11,4,15,12,19,14,21,16,19,16,19,12,
3,0,3,0,5,2,5,0,3,-2,1,-2,1,-2,3,-2,1,-2,1,-2,3,0,9,6,13,10,19,14,21,12,21,18,
3,0,3,0,3,-2,1,-2,5,0,3,-2,1,-4,3,-2,1,-2,1,-2,3,0,3,-4,5,2,7,4,-11,-6,-11,-11,
3,0,3,0,3,0,3,-2,3,-2,3,0,5,2,7,4,7,0,7,2,7,2,5,0,7,0,13,8,13,10,17,26,
3,0,3,0,5,2,5,2,5,2,5,2,9,4,7,4,7,2,5,2,7,4,9,2,9,4,11,4,11,6,9,6,
3,0,3,-2,1,-2,3,0,3,0,5,2,5,2,5,0,3,-4,1,-2,3,0,3,-4,-1,-10,-5,-18,-13,-18,-13,0,
3,0,3,0,3,0,3,0,9,4,7,4,7,4,9,6,11,4,9,6,15,4,7,2,7,-4,1,-4,-1,-4,1,-4,
3,0,3,0,3,-2,1,-4,-1,-6,-3,-8,-5,-10,-5,-8,-5,-8,-1,4,1,12,7,16,7,16,13,16,11,14,11,20,
3,0,3,0,5,2,7,2,5,2,9,6,9,6,9,6,9,6,9,4,9,6,9,6,9,4,7,0,3,-2,9,6,
3,0,5,2,5,0,3,0,3,0,3,0,5,2,9,2,7,2,5,-2,3,0,3,0,5,-2,5,2,11,6,9,18,
3,0,3,-2,1,-2,1,-2,1,-6,-1,-8,-5,-8,-1,-4,1,-4,3,-2,7,2,7,-4,-1,-12,-5,-14,-7,-14,-11,-6,
3,0,3,0,3,-2,1,-2,5,2,5,0,3,-2,5,0,3,-2,1,-2,5,2,7,2,9,2,5,-2,1,-2,-5,-5,
3,0,3,0,3,0,3,0,5,2,5,-2,1,-2,7,4,11,6,9,0,7,2,5,2,7,0,7,2,7,4,-3,-3,
